綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,"座標
(WGS 84 X)","座標
(WGS 84 Y)",TWD97X,TWD97Y,基地面積(平方公尺),"補助單位
(下拉式選單)","設置地點類型
(下拉式選單)","維運單位類型
(下拉式選單)","列管狀態
(下拉式選單)",單位名稱,地址,聯絡人,聯絡電話,認養單位,"類型
(下拉式選單)","認養期限
(民國年?月?日)",迄今認養年度
gw-206,111,臺中市,梧棲區永寧國民小學,臺中市梧棲區中央路一段160號,24.22896478,120.5325495,202525.011,2680460.177,10,環保署,國小,自行維運,未解列,梧棲區永寧國民小學,臺中市梧棲區中央路一段160號,謝弘澤,04-26394234#731,-,-,-,-
gw-207,111,臺中市,沙鹿區北勢國民小學,臺中市沙鹿區南陽路376號,24.21636928,120.571909,206518.197,2679052.374,29.868,環保署,國小,自行維運,未解列,沙鹿區北勢國民小學,臺中市沙鹿區南陽路376號,陳榮閔,04-26315032#725,-,-,-,-
gw-208,111,臺中市,臺中市立崇倫國民中學,臺中市南區忠明南路653號,24.13186641,120.6586655,215307.425,2669669.328,26,環保署,國中,自行維運,未解列,臺中市立崇倫國民中學,臺中市南區忠明南路653號,石浩宇,04-23712324#731,-,-,-,-
gw-209,111,臺中市,太平區太平國民小學,臺中市太平區中興路35號,24.12782075,120.7176547,221302.1,2669207.93,22,環保署,國小,自行維運,未解列,太平區太平國民小學,臺中市太平區中興路35號,余紀錡,04-22783631#726,-,-,-,-
gw-210,111,臺中市,清水區大楊國民小學,臺中市清水區鰲海路325號,24.29249046,120.6099387,210404.541,2687471.676,9.35,環保署,國小,自行維運,未解列,清水區大楊國民小學,臺中市清水區鰲海路325號,林祺清,04-26200634#130,-,-,-,-
gw-211,111,臺中市,西屯區大仁國民小學,臺中市西屯區重慶路200號,24.16765986,120.6581796,215267.714,2673633.596,14,環保署,國小,自行維運,未解列,西屯區大仁國民小學,臺中市西屯區重慶路200號,曹智敏,04-23134545#6731,-,-,-,-
gw-212,111,臺中市,西屯區東海國民小學,臺中市西屯區國際街75號,24.18504113,120.5939551,208747.394,2675576.036,22,環保署,國小,自行維運,未解列,西屯區東海國民小學,臺中市西屯區國際街75號,張凱棠,04-23509797#170,-,-,-,-
gw-213,111,臺中市,西區忠信國民小學,臺中市西區林森路155號,24.13928069,120.6685721,216316.257,2670488.045,26.6,環保署,國小,自行維運,未解列,西區忠信國民小學,臺中市西區林森路155號,莊鎮嘉,4-23722866#731,-,-,-,-
gw-214,111,臺中市,大里區立新國民小學,臺中市大里區立新街338號,24.10516664,120.6993968,219440.96,2666702.85,15,環保署,國小,自行維運,未解列,大里區立新國民小學,臺中市大里區立新街338號,陳靜儀,04-22769178#831,-,-,-,-
gw-215,111,臺中市,臺中市立大德國民中學,臺中市北屯區雷中街2-23號,24.18015083,120.66907,216377.565,2675014.322,18.9,環保署,國中,自行維運,未解列,臺中市立大德國民中學,臺中市北屯區雷中街2-23號,吳玉蘭,04-22916984#731,-,-,-,-
gw-216,111,臺中市,西區忠孝國民小學,臺中市西區三民路一段171號,24.13780499,120.6736603,216833.009,2670323.397,88.6,環保署,國小,自行維運,未解列,西區忠孝國民小學,臺中市西區三民路一段171號,俞昱晴,04-22242161#733,-,-,-,-
gw-217,111,臺中市,北屯區松竹國民小學,臺中市北屯區昌平路二段12號,24.18088893,120.6899147,218495.573,2675091.215,12.6,環保署,國小,自行維運,未解列,北屯區松竹國民小學,臺中市北屯區昌平路二段12號,龔旻育,04-22447043#730,-,-,-,-
gw-218,111,臺中市,北區健行明新聯合活動中心,臺中市北區永興街301號,24.16617706,120.6822311,217711.2261,2673463.615,12,環保署,公有設施,自行維運,未解列,北區區公所,臺中市北區永興街301號,陳慈徽,04-22314031#234,-,-,-,-
gw-219,112,臺中市,西屯區漢口國中,臺中市西屯區漢口路一段54-1號,24.16100903,120.6574697,215193.774,2672897.187,19.01,環保署,國中,自行維運,未解列,西屯區漢口國中,臺中市西屯區漢口路一段54-1號,歐陽碧霞,04-23816608#724,-,-,-,-
gw-220,112,臺中市,大里區光榮國中,臺中市大里區東榮路280號,24.11078651,120.6868508,218166.93,2667328.04,35.11,環保署,國中,自行維運,未解列,大里區光榮國中,臺中市大里區東榮路280號,陳麗慧,04-24831428#163,-,-,-,-
gw-221,112,臺中市,東區大智國小,臺中市東區大智路359號,24.12861441,120.690785,218571.216,2669301.591,43.9,環保署,國小,自行維運,未解列,東區大智國小,臺中市東區大智路359號,莊雅景,04-22825683#730,-,-,-,-
gw-222,112,臺中市,北屯區僑孝國小,臺中市北屯區北屯路435號,24.17766813,120.6995501,219473.768,2674732.372,10.64,環保署,國小,自行維運,未解列,北屯區僑孝國小,臺中市北屯區北屯路435號,鄭秋惠,04-22447049#730,-,-,-,-
gw-223,112,臺中市,沙鹿區沙鹿國小,臺中市沙鹿區中正街3號,24.2351467,120.5617254,205490.35,2681135.23,11.46,環保署,國小,自行維運,未解列,沙鹿區沙鹿國小,臺中市沙鹿區中正街3號,陳慧芬,04-26625014#113,-,-,-,-
gw-224,112,臺中市,豐原區瑞穗國小,臺中市豐原區西安街72號,24.24928136,120.7116687,220721.41,2682661.03,24.3,環保署,國小,自行維運,未解列,豐原區瑞穗國小,臺中市豐原區西安街72號,邱智楷,04-25262064#730,-,-,-,-
gw-225,112,臺中市,西區居仁國中,臺中市西區自由路一段97號,24.13707469,120.678727,217347.768,2670241.326,16,環保署,國中,自行維運,未解列,西區居仁國中,臺中市西區自由路一段97號,羅瀚倫,04-22223620#731,-,-,-,-
gw-226,112,臺中市,西屯區上安國小,臺中市西屯區上安路156號,24.1725107,120.6391399,213334.466,2674175.688,25.42,環保署,國小,自行維運,未解列,西屯區上安國小,臺中市西屯區上安路156號,彭玫瑄,04-24527322,-,-,-,-
gw-227,112,臺中市,東區成功國小,臺中市東區旱溪西路一段300號,24.13717959,120.6992895,219437.656,2670248.305,45,環保署,國小,自行維運,未解列,東區成功國小,臺中市東區旱溪西路一段300號,賴正忠,04-22124224#730,-,-,-,-
gw-228,112,臺中市,大甲區文昌國小,臺中市大甲區育德路113號,24.34808795,120.6241821,211867.05,2693625.31,23.7,環保署,國小,自行維運,未解列,大甲區文昌國小,臺中市大甲區育德路113號,陳芷萱,04-26872076#834,-,-,-,-
gw-229,112,臺中市,大甲區華龍國小,臺中市大甲區工二路1號,24.40606509,120.6486697,214368,2700040.01,21.77,環保署,國小,自行維運,未解列,大甲區華龍國小,臺中市大甲區工二路1號,林曉雯,0426811270 #730,-,-,-,-
gw-230,112,臺中市,大肚區瑞峰國小,臺中市大肚區太平路1號,24.16871853,120.573808,206694.995,2673774.369,21.48,環保署,國小,自行維運,未解列,大肚區瑞峰國小,臺中市大肚區太平路1號,吳敏鉅,04-26911291 #731,-,-,-,-
gw-231,112,臺中市,沙鹿區鹿寮國中,臺中市沙鹿區光華路385號,24.24379636,120.5667834,206007,2682091.6,23.05,環保署,國中,自行維運,未解列,沙鹿區鹿寮國中,臺中市沙鹿區光華路385號,陳英元,04-26622207#66,-,-,-,-
gw-232,108,彰化縣,彰化縣埔心鄉梧鳳國民小學(一),彰化縣埔心鄉大溪路三段175號,23.96994167,120.5124798,200387,2651780.009,45,環境部,國小,自行維運,未解列,彰化縣埔心鄉梧鳳國民小學,彰化縣埔心鄉大溪路三段175號,總務主任,04-8291964,-,-,-,-
gw-233,108,彰化縣,彰化縣和美鎮和東國民小學,彰化縣和美鎮彰美路五段210號,24.10925556,120.5014529,199319.51,2667213.02,28,環境部,國小,自行維運,未解列,彰化縣和美鎮和東國民小學,彰化縣和美鎮彰美路五段210號,總務主任,04-7552724,-,-,-,-
gw-234,109,彰化縣,彰化縣埔心鄉梧鳳國民小學(二),彰化縣埔心鄉大溪路三段175號,23.96994167,120.5124798,200387,2651780.009,20,環境部,國小,自行維運,未解列,彰化縣埔心鄉梧鳳國民小學,彰化縣埔心鄉大溪路三段175號,總務主任,04-8291964,-,-,-,-
gw-235,109,彰化縣,彰化縣福興鄉西勢國民小學,彰化縣福興鄉員鹿路二段412號,24.04403341,120.4372725,192766.086,2660014.23,20,環境部,國小,自行維運,未解列,彰化縣福興鄉西勢國民小學,彰化縣福興鄉員鹿路二段412號,總務主任,04-7772317,-,-,-,-
gw-236,109,彰化縣,彰化縣立和美高級中學(國中部),彰化縣和美鎮西園路31號,24.11325089,120.4936715,198530.0652,2667658.344,43,環境部,國中,自行維運,未解列,彰化縣立和美高級中學(國中部),彰化縣和美鎮西園路31號,總務主任,04-7552043,-,-,-,-
gw-237,110,彰化縣,彰化縣彰化市南郭國民小學,彰化縣彰化市中興路98號,24.0712916,120.5470247,203938.67,2662992.769,29,環境部,國小,自行維運,未解列,彰化縣彰化市南郭國民小學,彰化縣彰化市中興路98號,總務主任,04-7280366,-,-,-,-
gw-238,110,彰化縣,彰化縣伸港鄉伸東國民小學,彰化縣伸港鄉中華路565號509,24.14600403,120.4956815,198747.44,2671285.08,14.8,環境部,國小,自行維運,未解列,彰化縣伸港鄉伸東國民小學,彰化縣伸港鄉中華路565號509,總務主任,04-7982314,-,-,-,-
gw-239,110,彰化縣,彰化縣溪湖鎮溪湖國民小學,彰化縣溪湖鎮二溪路一段35號,23.95923026,120.478529,196927.507,2650606.083,30,環境部,國小,自行維運,未解列,彰化縣溪湖鎮溪湖國民小學,彰化縣溪湖鎮二溪路一段35號,總務主任,04-8853126,-,-,-,-
gw-240,110,彰化縣,彰化縣溪湖鎮湖南國民小學,彰化縣溪湖鎮彰水路二段725號,23.95004391,120.480162,197089.967,2649588.086,22,環境部,國小,自行維運,未解列,彰化縣溪湖鎮湖南國民小學,彰化縣溪湖鎮彰水路二段725號,事務主任,04-8816845,-,-,-,-
gw-241,111,彰化縣,彰化縣溪州鄉大莊國民小學,彰化縣溪州鄉中橫巷1號,23.81602715,120.5675061,205934.767,2634716.059,8.4,環境部,國小,自行維運,未解列,彰化縣溪州鄉大莊國民小學,彰化縣溪州鄉中橫巷1號,總務主任,04-8802438,-,-,-,-
gw-242,111,彰化縣,彰化縣溪州鄉成功國民小學,彰化縣溪州鄉登山路二段365號,23.82606324,120.5448221,203627.107,2635834.755,30,環境部,國小,自行維運,未解列,彰化縣溪州鄉成功國民小學,彰化縣溪州鄉登山路二段365號,總務主任,04-8802225,長春石油化學股份有限公司,企業認養,113年02月01日~114年01月31日,-
gw-243,111,彰化縣,彰化縣花壇鄉花壇國民小學,彰化縣花壇鄉學前路108號,24.02631457,120.5432083,203534.41,2658012.81,20.24,環境部,國小,自行維運,未解列,彰化縣花壇鄉花壇國民小學,彰化縣花壇鄉學前路108號,總務主任,04-7862029,-,-,-,-
gw-244,112,彰化縣,彰化縣彰化市石牌國民小學,彰化縣彰化市田坑路一段9號,24.05852675,120.6142716,210772.95,2661558.65,9,環境部,國小,自行維運,未解列,彰化縣彰化市石牌國民小學,彰化縣彰化市田坑路一段9號,總務主任,04-7381672,長春石油化學股份有限公司,企業認養,113年02月01日~114年01月31日,-
gw-245,112,彰化縣,彰化縣員林市明湖國民小學,彰化縣員林市湖水路277號,23.9530791,120.6158145,210898,2649880.009,22.5,環境部,國小,自行維運,未解列,彰化縣員林市明湖國民小學,彰化縣員林市湖水路277號,總務主任,04-8310743,長春石油化學股份有限公司,企業認養,113年02月01日~114年01月31日,-
gw-246,113,彰化縣,彰化縣和美鄉大嘉國民小學,彰化縣和美鎮彰和路三段50號,24.09672575,120.5119913,200385.99,2665821.56,52,環保局,國小,自行維運,未解列,彰化縣和美鄉大嘉國民小學,彰化縣和美鎮彰和路三段50號,總務主任,04-7552524,晉瑜企業股份有限公司,企業認養,113年11月01日~114年10月30日,-
gw-247,113,彰化縣,彰化縣伸港鄉大同國民小學,彰化縣伸港鄉彰新路七段724號,24.15997968,120.4919085,198369.61,2672834.3,18.3,環保局,國小,自行維運,未解列,彰化縣伸港鄉大同國民小學,彰化縣和美鎮彰和路三段50號,陳兆彥,04-7988080轉761,台灣鋼聯股份有限公司,企業認養,113年11月01日~114年10月30日,-
gw-248,113,彰化縣,彰化縣田尾鄉陸豐國民小學,彰化縣田尾鄉民生路三段200號,23.91734519,120.5050443,199609.881,2645957.631,4.5,環保局,國小,自行維運,未解列,彰化縣田尾鄉陸豐國民小學,彰化縣田尾鄉民生路三段200號,浦聰閔,952554276,台灣玻璃工業公司,企業認養,113年11月01日~114年10月30日,-
gw-249,109,南投縣,信義鄉愛國村愛國段投91線兩側綠美化計畫,信義鄉愛國村愛國段投91線兩側,23.69266809,120.8499934,234702.0535,2620995.721,45,環保局,公有設施,志工認養,未解列,信義鄉公所,南投縣信義鄉玉山路47號,陳雅慧,049-2791860,信義鄉愛國村辦公處,志工認養,民國114年9月15日,5
gw-250,109,南投縣,竹山鎮桶頭國小清淨空氣綠牆計畫,南投縣竹山鎮鯉南路312之1號,23.64596294,120.6564043,214946.91,2615857.59,33,環保署,國小,自行維運,未解列,桶頭國小,南投縣竹山鎮鯉南路312之1號,陳廷楷,049-2711034,無,自行維運,-,-
gw-251,109,南投縣,竹山鎮鯉魚國小清淨空氣綠牆計畫,南投縣竹山鎮鯉行路92號,23.71518858,120.6544877,214769.95,2623524.38,15,環保署,國小,自行維運,未解列,鯉魚國小,南投縣竹山鎮鯉行路92號,丁學勤,049-2644984#13,無,自行維運,-,-
gw-252,111,南投縣,南投縣草屯鎮新豐社區活動中心,南投縣草屯鎮番子田路100號,24.00114509,120.6766389,217100.8944,2655187.703,6.566,環保局,公有設施,自行維運,未解列,南投縣草屯鎮新豐社區發展協會,南投縣草屯鎮番子田路100號,洪向義,0932-688195,無,自行維運,-,-
gw-253,111,南投縣,草屯鎮敦和里集會所暨社區活動中心,南投縣草屯鎮敦和里仁愛街156號,23.98225968,120.6784721,217282.6407,2653095.75,5.77044,環保局,公有設施,自行維運,未解列,南投縣草屯鎮敦和社區發展協會,南投縣草屯鎮敦和里仁愛街156號2樓,李秀雲,049-2355752,無,自行維運,-,-
gw-254,111,南投縣,御史新集會所,南投縣草屯鎮登輝路163號,23.98935988,120.6912466,218584.2527,2653879.177,42.57,環保局,公有設施,自行維運,未解列,南投縣草屯鎮御史社區發展協會,南投縣草屯鎮登輝路163號,陳霓瑄,049-2562450,無,自行維運,-,-
gw-255,112,南投縣,南投縣竹山鎮桶頭國民小學,南投縣竹山鎮鯉南路312之1號,23.64596294,120.6564043,214946.91,2615857.59,1.6,環保局,國小,自行維運,未解列,南投縣竹山鎮桶頭國民小學,南投縣竹山鎮鯉南路312之1號,陳廷楷,049-2711034,無,自行維運,-,-
gw-256,112,南投縣,南投縣南投市康壽國民小學,南投縣南投市南陽路269號,23.91326538,120.6863373,218066,2645453,9.28,環保局,國小,自行維運,未解列,南投縣南投市康壽國民小學,南投縣南投市南陽路269號,廖美惠,049-2243457,無,自行維運,-,-
gw-257,112,南投縣,南投縣南投市平和國民小學附設幼兒園,南投縣南投市育樂路62號,23.91305495,120.6916861,218610.5134,2645428.498,33,環保局,公立幼兒園,自行維運,未解列,南投縣南投市平和國民小學附設幼兒園,南投縣南投市育樂路62號,籃慧娟,049-2225457,無,自行維運,-,-
gw-258,113,南投縣,南投縣南投市平和國民小學附設幼兒園,南投縣南投市育樂路62號,23.91305495,120.6916861,218610.5134,2645428.498,5,環保局,公立幼兒園,自行維運,未解列,南投縣南投市平和國民小學附設幼兒園,南投縣南投市育樂路62號,籃慧娟,049-2225457,無,自行維運,-,-
gw-259,113,南投縣,南投縣竹山鎮桶頭國民小學,南投縣竹山鎮鯉南路312之1號,23.64596294,120.6564043,214946.91,2615857.59,6,環保局,國小,自行維運,未解列,南投縣竹山鎮桶頭國民小學,南投縣竹山鎮鯉南路312之1號,陳廷楷,049-2711034,無,自行維運,-,-
gw-260,113,南投縣,南投縣國姓鄉國姓國民小學附設幼兒園,南投縣國姓鄉國姓路311號,24.03911365,120.8572158,235477.2898,2659362.232,5,環保局,公立幼兒園,自行維運,未解列,南投縣國姓鄉國姓國民小學附設幼兒園,南投縣國姓鄉國姓路311號,張靜榕,049-2721018#29,無,自行維運,-,-
gw-261,113,南投縣,南投縣魚池鄉魚池國民小學附設幼兒園,南投縣魚池鄉瓊文巷41號,23.8999651,120.9375827,243644.669,2643946.02,5,環保局,公立幼兒園,自行維運,未解列,南投縣魚池鄉魚池國民小學附設幼兒園,南投縣魚池鄉瓊文巷41號,范美麗,049-2895537#134,無,自行維運,-,-
gw-262,113,南投縣,南投縣竹山鎮竹山國民小學,南投縣竹山鎮向學街32號,23.7617597,120.687509,218148.3,2628674.1,63.68,環保局,國小,自行維運,未解列,南投縣竹山鎮竹山國民小學,南投縣竹山鎮向學街32號,黃聖元,049-2642016#114,無,自行維運,-,-
gw-263,113,南投縣,南投縣竹山鎮雲林國民小學,南投縣竹山鎮大明路666號,23.75678468,120.6770249,217078.42,2628125.53,5,環保局,國小,自行維運,未解列,南投縣竹山鎮雲林國民小學,南投縣竹山鎮大明路666號,楊子頡,049-2643321#115,無,自行維運,-,-
gw-264,113,南投縣,南投縣名間鄉名間國民小學,南投縣名間鄉彰南路220號,23.84507136,120.697905,219227.59,2637898.19,5,環保局,國小,自行維運,未解列,南投縣名間鄉名間國民小學,南投縣名間鄉彰南路220號,曾麗芳,049-2735936,無,自行維運,-,-
gw-265,113,南投縣,南投縣國姓鄉北山國民小學,南投縣國姓鄉中正路四段119-1號,23.98041145,120.8766776,237451.08,2652859.24,9,環保局,國小,自行維運,未解列,南投縣國姓鄉北山國民小學,南投縣國姓鄉中正路四段119-1號,涂明延,0932-879783,無,自行維運,-,-
gw-266,113,南投縣,南投縣埔里鎮大成國民小學,南投縣埔里鎮中山路三段565號,23.96994787,120.9512956,245043.59,2651695.8,20,環保局,國小,自行維運,未解列,南投縣埔里鎮大成國民小學,南投縣埔里鎮中山路三段565號,郭家益,0928-895397,無,自行維運,-,-
gw-267,113,南投縣,南投市福山社區附設幼兒園,南投縣南投市八卦路521-12號,23.91311392,120.6377208,213116.2663,2645448.061,5,環保局,公立幼兒園,自行維運,未解列,南投市福山社區附設幼兒園,南投縣南投市八卦路521-12號,黃俊翰,0953-352069,無,自行維運,-,-
gw-268,108,雲林縣,林頭國小清淨空氣綠牆,雲林縣斗六市榮譽路177號,23.70450253,120.5572093,204847.192,2622368.396,30,環境部,國小,自行維運,設置中,雲林縣斗六市林頭國民小學,雲林縣斗六市榮譽路177號,總務主任,05 532 2538,-,-,-,-
gw-269,108,雲林縣,義賢國小清淨空氣綠牆,雲林縣二崙鄉楊賢路1號,23.81709689,120.4139675,190291.44,2634890.68,10,環境部,國小,自行維運,設置中,雲林縣二崙鄉義賢國民小學,雲林縣二崙鄉楊賢路1號,總務主任,?05 598 2797,-,-,-,-
gw-270,108,雲林縣,仁和國小清淨空氣綠牆,雲林縣大埤鄉仁和路4號,23.6623559,120.4224288,191084,2617750.009,60,環境部,國小,自行維運,設置中,雲林縣大埤鄉仁和國民小學,雲林縣大埤鄉仁和路4號,總務主任,05 591 2454,-,-,-,-
gw-271,108,雲林縣,潮厝國小清淨空氣綠牆,雲林縣褒忠鄉潮厝村96號,23.71988655,120.338158,182517.1689,2624158.716,27,環境部,國小,自行維運,設置中,雲林縣潮厝華德福教育實驗國民小學,雲林縣褒忠鄉潮厝村96號,總務主任,05 697 2644,-,-,-,-
gw-272,108,雲林縣,復興國小清淨空氣綠牆,雲林縣褒忠鄉復興路71號,23.70480432,120.2839303,176979.408,2622515.123,2.7,環境部,國小,自行維運,設置中,雲林縣褒忠鄉復興國民小學,雲林縣褒忠鄉復興路71號,總務主任,05 697 2490,-,-,-,-
gw-273,108,雲林縣,民生國小清淨空氣綠牆,雲林縣林內鄉烏塗村華興路1號,23.76747259,120.5969257,208917,2629330.009,16,環境部,國小,自行維運,設置中,雲林縣林內鄉民生國民小學,雲林縣林內鄉烏塗村華興路1號,總務主任,05 589 2714,-,-,-,-
gw-274,109,雲林縣,光復國小清淨空氣綠牆,雲林縣虎尾鎮墾地里11鄰光復39號,23.74149213,120.3990354,188734.62,2626523.96,15.25,環境部,國小,企業認養,設置中,雲林縣虎尾鎮光復國民小學,雲林縣虎尾鎮墾地里11鄰光復39號,總務主任,05-6326257,荷松園藝景觀設計,企業認養,112年02月12日至113年02月11日,-
gw-275,110,雲林縣,石龜國小清淨空氣綠牆,雲林縣斗南鎮南生路1號,23.64166673,120.4826063,197214.32,2615435.24,18,環境部,國小,自行維運,設置中,雲林縣斗南鎮石龜國民小學,雲林縣斗南鎮南生路1號,總務主任,05 597 2354,-,-,-,-
gw-276,110,雲林縣,忠孝國小清淨空氣綠牆,雲林縣元長鄉龍岩村148號,23.62072679,120.3146453,180066.946,2613188.328,16,環境部,國小,自行維運,設置中,雲林縣元長鄉忠孝國民小學,雲林縣元長鄉龍岩村148號,總務主任,05-7882096,-,-,-,-
gw-277,110,雲林縣,僑和國小清淨空氣綠牆,雲林縣莿桐鄉新庄1號,23.76403595,120.4929418,198317,2628983.34,30,環境部,國小,自行維運,設置中,雲林縣莿桐鄉僑和國民小學,雲林縣莿桐鄉新庄1號,總務主任,05 584 2230,-,-,-,-
gw-278,111,雲林縣,莿桐六合國小清淨空氣綠牆,雲林縣莿桐鄉東興路63號,23.76864461,120.5630441,205464,2629470.009,10,環境部,國小,志工認養,設置中,雲林縣莿桐鄉六合國民小學,雲林縣莿桐鄉東興路63號,總務主任,05 634 1123,六合村辦公室,志工認養,111年09月01日至112年08月31日,-
gw-279,111,雲林縣,林內九芎國小清淨空氣綠牆,雲林縣林內鄉文化路10號,23.74400952,120.6024029,209468,2626730.009,16.5,環境部,國小,企業認養,設置中,雲林縣林內鄉九芎國民小學,雲林縣林內鄉文化路10號,總務主任,05 589 2647,荷松園藝景觀設計,企業認養,112年02月12日至113年02月11日,-
gw-280,111,雲林縣,二崙義賢國小清淨空氣綠牆,雲林縣二崙鄉楊賢路1號,23.81709689,120.4139675,190291.44,2634890.68,16.5,環境部,國小,志工認養,設置中,雲林縣二崙鄉義賢國民小學,雲林縣二崙鄉楊賢路1號,總務主任,05 598 2797,義賢國小愛心媽媽志工隊,志工認養,111年09月01日至112年12月31日,-
gw-281,111,雲林縣,麥寮橋頭國小清淨空氣綠牆,雲林縣麥寮鄉橋頭村仁德路248號,23.79788571,120.2738684,176005.941,2632829.043,17.584,環境部,國小,自行維運,設置中,?雲林縣橋頭國民小學,雲林縣麥寮鄉橋頭村仁德路248號,總務主任,05-6912358?,-,-,-,-
gw-282,111,雲林縣,虎尾大屯國小清淨空氣綠牆,雲林縣虎尾鎮147號,23.70179447,120.3890982,187702.69,2622131.86,10.48,環境部,國小,企業認養,設置中,雲林縣虎尾鎮大屯國民小學,雲林縣虎尾鎮147號,總務主任,05 665 1284,荷松園藝景觀設計,企業認養,112年02月12日至113年02月11日,-
gw-283,111,雲林縣,斗南石龜國小清淨空氣綠牆,雲林縣斗南鎮南生路1號,23.64166673,120.4826063,197214.32,2615435.24,18,環境部,國小,志工認養,設置中,雲林縣斗南鎮石龜國民小學,雲林縣斗南鎮南生路1號,總務主任,05 597 2354,石龜國小愛心志工隊,志工認養,112年01月01日至112年12月31日,-
gw-284,111,雲林縣,斗六鎮南國小清淨空氣綠牆,雲林縣斗六市南揚街60號,23.69866647,120.5385371,202941.01,2621728.12,3,環境部,國小,自行維運,設置中,雲林縣斗六市鎮南國民小學,雲林縣斗六市南揚街60號,總務主任,05 634 1109,-,-,-,-
gw-285,111,雲林縣,斗六久安國小清淨空氣綠牆,雲林縣斗六市久安南路120號,23.67693287,120.5136567,200395.51,2619329.66,28,環境部,國小,自行維運,設置中,雲林縣斗六市久安國民小學,雲林縣斗六市久安南路120號,總務主任,05 522 2724,-,-,-,-
gw-286,111,雲林縣,古坑永光國小清淨空氣綠牆,雲林縣古坑鄉永光村文昌路84號,23.62613069,120.5544625,204540,2613690.009,14.4,環境部,國小,自行維運,設置中,雲林縣古坑永光功國小,雲林縣古坑鄉永光村文昌路84號,總務主任,05-634-1139,-,-,-,-
gw-287,111,雲林縣,北港南陽國小清淨空氣綠牆,雲林縣北港鎮光明路59號,23.56646218,120.3009823,178643.39,2607185.437,19,環境部,國小,自行維運,設置中,雲林縣北港鎮南陽國民小學,雲林縣北港鎮光明路59號,總務主任,05 783 2106,-,-,-,-
gw-288,111,雲林縣,北港建國國中清淨空氣綠牆,雲林縣北港鎮大同路468號,23.57405611,120.2955716,178095.172,2608029.145,12,環境部,國中,自行維運,設置中,雲林縣立建國國民中學,雲林縣北港鎮大同路468號,總務主任,?05 783 2724,-,-,-,-
gw-289,111,雲林縣,口湖宜梧國中清淨空氣綠牆,雲林縣口湖鄉梧南村光明路1號,23.54692726,120.1956671,167880.093,2605078.374,29,環境部,國小,自行維運,設置中,雲林縣立宜梧國中,雲林縣口湖鄉梧南村光明路1號,總務主任,05-7907254,-,-,-,-
gw-290,111,雲林縣,久安國小附設幼兒園清淨空氣綠牆,雲林縣斗六市久安南路120號,23.67723244,120.5138425,200414.571,2619362.771,28,環境部,國小,自行維運,設置中,雲林縣斗六市久安國民小學,雲林縣斗六市久安南路120號,主任,05 522 2724,-,-,-,-
gw-291,111,雲林縣,斗六市立幼兒園清淨空氣綠牆,雲林縣斗六市大學路二段281號,23.6990517,120.5461275,203715.2102,2621768.297,18.3393,環境部,公立幼兒園,自行維運,設置中,斗六市立托兒所,雲林縣斗六市大學路二段281號,組長,05 532 8751,-,-,-,-
gw-292,111,雲林縣,東西屯環保公園清淨綠牆,雲林縣虎尾大屯路162-1號,23.70550244,120.3888208,187676.1591,2622542.629,20,環保局,其他,志工認養,設置中,虎尾鎮公所,雲林縣虎尾大屯路162-1號,"路燈管理所
廖豐億先生","05-6325395
05-6322132#254 
Fax:05-6322400",西屯社區發展協會,志工認養,111年07月06日至112年04月30日,-
gw-293,111,雲林縣,興中里環保公園清淨綠牆,雲林縣虎尾鎮興中83號,23.72122947,120.4366894,192564.4672,2624264.23,3.2,環保局,其他,志工認養,設置中,虎尾鎮公所,雲林縣虎尾鎮興中83號,"路燈管理所
廖豐億先生","05-6325395
05-6322132#254 
Fax:05-6322400",興中社區發展協會,志工認養,111年03月11日至116年03月10日,-
gw-294,111,雲林縣,二崙鄉大庄及田尾段裸露地綠化-3(田尾段195、198地號)清淨綠牆,-,23.751632,120.411682,190028.5536,2627641.538,16.15,環保局,其他,志工認養,設置中,二崙鄉公所,"23.751632, 120.411682","建設課
曾錦治小姐","05-5982001*504       
Fax:05-5988187",湳仔社區發展協會,志工認養,111年07月13日至115年06月04日,-
gw-295,111,雲林縣,二崙鄉崙西村社區綠化清淨綠牆,-,23.772096,120.408855,189749.7925,2629909.074,11.4,環保局,其他,志工認養,設置中,二崙鄉公所,"23.772096, 120.408855","建設課
曾錦治小姐","05-5982001*504       
Fax:05-5988187",崙西社區發展協會,志工認養,111年07月13日至113年04月30日,-
gw-296,111,雲林縣,大埤鄉豐岡村埔羌崙1458等地號廢棄物堆置場綠化清淨綠牆,-,23.667829,120.41529,190358.2658,2618359.099,11.4,環保局,其他,自行維運,設置中,大埤鄉公所,"23.667829, 120.415290","建設課
簡淑真小姐","05-5910499
Fax:05-5916393",-,-,-,-
gw-297,111,雲林縣,蘆竹巷段2614、2615地號裸露地綠化清淨綠牆,-,23.625822,120.428531,191690.2968,2613701.528,0.75396,環保局,其他,自行維運,設置中,大埤鄉公所,"23.625822, 120.428531","建設課
簡淑真小姐","05-5910499
Fax:05-5916393",-,-,-,-
gw-298,111,雲林縣,田子林段101-1等地號裸露地綠化清淨綠牆,-,23.657845,120.425404,191385.4898,2617249.22,0.75396,環保局,其他,自行維運,設置中,大埤鄉公所,"23.657845, 120.425404","建設課
簡淑真小姐","05-5910499
Fax:05-5916393",-,-,-,-
