emsno,工廠名稱,uniformno,county,township,facilityaddress,industryareaname,industryid,industryname,TWD97X,TWD97Y,wgs84lon,wgs84lat,isair,iswater,iswaste,istoxic,issoil,airreleasedate,waterreleasedate,wastereleasedate,toxicreleasedate,soilreleasedate,industrygroup,admino,facno
A41B6348,藥華醫藥股份有限公司-台北廠,70557655,臺北市,南港區,臺北市南港區忠孝東路七段五○八號一○樓之一、一三樓之一,,2003,醫用生物製品製造業,311506.2716,2771689.595,121.609585,25.052125,1,0,1,0,0,,,,,,200,63000,
A4200023,台灣中油股份有限公司-西湖加油站,8590465,臺北市,內湖區,臺北市內湖區內湖路一段五九號,非屬工業區類,4821,加油及加氣站,306482.7052,2775314.317,121.5599474,25.08504452,1,0,0,0,0,,,,,,482,,
A4200130,臺北市政府環境保護局內湖垃圾焚化廠,967662,臺北市,內湖區,臺北市內湖區安康路二九○號,非屬工業區類,3821,非有害廢棄物處理業,310882.4636,2772866.279,121.6034548,25.06277316,1,1,1,0,0,,2022/6/8,,,,382,,
A4200158,晉強橡塑膠廠股份有限公司,24101008,臺北市,內湖區,臺北市內湖區安康路一二一、一二三號,非屬工業區類,2109,其他橡膠製品製造業,312133.7751,2773465.408,121.615884,25.068131,1,1,0,0,0,,1994/2/2,,,,210,,
A4200167,裕澤特殊工業股份有限公司,20673406,臺北市,內湖區,臺北市內湖區安康路一二五、一二七號,非屬工業區類,2499,未分類其他基本金屬製造業,310491.2777,2772897.007,121.5995789,25.06306627,1,1,1,0,0,,1994/2/2,,,,249,63000,63021123
A4200658,凱林彩印股份有限公司,14094154,臺北市,內湖區,臺北市內湖區安康路一○六巷五九號一樓,非屬工業區類,1601,印刷業,310473.8776,2772601.303,121.5993935,25.0603974,1,1,1,0,0,,1994/2/2,,,,160,,
A4200756,台灣中油股份有限公司-內湖加油站,8590459,臺北市,內湖區,臺北市內湖區民權東路六段五○號,非屬工業區類,4821,加油及加氣站,308912.5401,2773492.661,121.5839569,25.06850609,1,1,0,0,0,,2005/1/13,,,,482,,
A4200765,台灣中油股份有限公司-東湖加油站,8590444,臺北市,內湖區,臺北市內湖區康寧路三段二二五號,非屬工業區類,4821,加油及加氣站,311730.9508,2773392.161,121.611888,25.0674863,1,1,0,0,0,,2003/3/26,,,,482,,
A4200774,康寧加油站股份有限公司-康寧加油站,23450344,臺北市,內湖區,臺北市內湖區康寧路三段三○號,非屬工業區類,4821,加油及加氣站,311375.5935,2773881.194,121.6083876,25.07191566,1,0,0,0,0,,,,,,482,,
A4200783,中國時報文化事業股份有限公司內湖廠,3798509,臺北市,內湖區,臺北市內湖區民權東路六段二五號,內湖工業區,1602,印刷輔助業,308829.9434,2773513.443,121.5831391,25.06869693,1,1,1,0,0,,1995/5/9,,,,160,,
A4200907,北都汽車股份有限公司-Toyota內湖服務廠,20938188,臺北市,內湖區,臺北市內湖區內湖路一段九一巷三四號,非屬工業區類,9511,汽車維修業,306736.6716,2775380.195,121.5624678,25.08562974,1,1,1,0,0,,1997/2/22,,,,951,,
A4200952,紫陽加油站股份有限公司-紫陽加油站,,臺北市,內湖區,臺北市內湖區文德路二○六號,非屬工業區類,4821,加油及加氣站,308853.7396,2774579.425,121.5834206,25.0783195,1,0,0,0,0,,,,,,482,,
A4201137,統一精工股份有限公司-內湖一站加油站,,臺北市,內湖區,臺北市內湖區新明路九二號,非屬工業區類,4821,加油及加氣站,309474.2113,2772511.491,121.5894817,25.05962626,1,1,0,0,0,,2007/1/8,,,,482,63000,
A4201306,福客食品有限公司,16759084,臺北市,內湖區,臺北市內湖區新明路一一六號四樓,非屬工業區類,899,未分類其他食品製造業,309435.6514,2772483.523,121.5890983,25.05937529,1,0,1,0,0,,,2024/11/30,,,89,63000,
A4201315,芙麗堂企業有限公司,22163626,臺北市,內湖區,臺北市內湖區新明路一二三巷四號二樓,非屬工業區類,1931,清潔用品製造業,309525.0412,2772473.937,121.5899839,25.05928523,1,0,1,0,0,,,2002/10/16,,,193,,
A4201333,台灣中油股份有限公司-新明路加油站,,臺北市,內湖區,臺北市內湖區新明路三○五號,非屬工業區類,4821,加油及加氣站,309015.9411,2772214.279,121.584927,25.056961,1,0,0,0,0,,,,,,482,63000,
A4201342,台灣中油股份有限公司-麗山街加油站,73905876,臺北市,內湖區,臺北市內湖區內湖路一段三六二號,非屬工業區類,4821,加油及加氣站,307606.5691,2774897.971,121.5710711,25.08124336,1,0,0,0,0,,,,,,482,,
A4202625,鑫群益實業有限公司,,臺北市,內湖區,臺北市內湖區成功路四段三十巷三四號四樓,非屬工業區類,,,310572.3781,2775381.655,121.6004921,25.08549391,1,0,0,0,0,,,,,,0,,
A4202714,全國加油站股份有限公司-文德加油站,,臺北市,內湖區,臺北市內湖區民權東路六段十號,非屬工業區類,4821,加油及加氣站,308163.5101,2773232.635,121.5765216,25.06618763,1,1,0,0,0,,2003/5/22,,,,482,63000,
A4202830,宗營環保工程股份有限公司-宗營營建混合物分類處理場,70444225,臺北市,內湖區,臺北市內湖區安康路四六號對面,內湖工業區,3821,非有害廢棄物處理業,310192.3075,2772789.1,121.596611,25.062104,1,1,1,0,0,,,,,,382,63000,
A4204253,麗馳加油站股份有限公司-麗馳加油站(錯誤管編),,臺北市,內湖區,臺北市內湖區舊宗路二段一三三號,非屬工業區類,4821,加油及加氣站,308004.6516,2773627.647,121.5749637,25.06975985,1,0,0,0,0,,,,,,482,,
A4204281,三軍總醫院附設民眾診療服務處內湖院區,,臺北市,內湖區,臺北市內湖區成功路二段三二五號,非屬工業區類,8610,醫院,309718.658,2773859.161,121.5919629,25.07178314,1,1,1,1,0,,2000/11/14,,,,861,63000,
A4204398,瓦上春營建混合物資源處理場,84769379,臺北市,內湖區,臺北市內湖區新湖三路二九五號,內湖工業區,600,砂、石採取及其他礦業,308862.639,2773227.015,121.5834509,25.06610983,1,0,1,0,0,,,2006/3/20,,,60,,
A42A0170,台灣中油股份有限公司-內湖安康加油站,99636840,臺北市,內湖區,臺北市內湖區安康路二八二號,非屬工業區類,4821,加油及加氣站,311125.693,2773013.71,121.605872,25.06409431,1,1,0,0,0,,2004/9/27,,,,482,,
A42A0180,全國加油站股份有限公司-民權加油站,,臺北市,內湖區,臺北市內湖區民權東路六段二○號,非屬工業區類,4821,加油及加氣站,308345.5366,2773259.318,121.5783269,25.06642151,1,0,0,0,0,,,,,,482,63000,
A42A0596,和昌國際工業股份有限公司-內湖廠,80670826,臺北市,內湖區,臺北市內湖區安康路一一一號,非屬工業區類,2332,預拌混凝土製造業,310389.1549,2772874.726,121.5985658,25.06286921,1,1,1,0,0,,,,,,233,63000,
A42A1188,郁驊特殊印刷有限公司,,臺北市,內湖區,臺北市內湖區內湖路一段九一巷二四弄三四號一樓,,,,306775.4154,2775331.068,121.5628498,25.08518477,1,0,1,0,0,,,2005/11/2,,,161,,
A42A1247,勇軒股份有限公司台北廠,89245128,臺北市,內湖區,臺北市內湖區瑞光路四○五號,內湖工業區,1602,印刷輔助業,307674.0916,2774552.955,121.571726,25.078126,1,0,1,0,0,,,,,,160,,
A42A1623,展霖生化基因股份有限公司,27343465,臺北市,內湖區,臺北市內湖區瑞光路四三九號一樓,內湖工業區,1990,未分類其他化學製品製造業,307609.321,2774627.019,121.5710871,25.07879714,1,0,1,0,0,,,2008/7/9,,,199,,
A42A1960,通全印刷有限公司,,臺北市,內湖區,臺北市內湖區瑞湖街一六一號一樓,非屬工業區類,,,308162.4632,2773565.321,121.5765253,25.06919111,1,0,0,0,0,,,,,,161,,
A42A2443,展嘉資源處理有限公司-同怡混合物分類處理場,89624802,臺北市,內湖區,臺北市內湖區潭美街五三三號,內湖工業區,3821,非有害廢棄物處理業,310397.3257,2772629.501,121.598636,25.060655,1,0,1,0,0,,,,,,382,63000,
A42A3342,明榮駿汽車股份有限公司,,臺北市,內湖區,臺北市內湖區安康路二三八號,非屬工業區類,,,310909.6665,2772923.115,121.6037269,25.06328516,1,0,0,0,0,,,,,,712,,
A42A3362,博達汽車股份有限公司,,臺北市,內湖區,臺北市內湖區港墘路二一九號,非屬工業區類,,,307893.6491,2774214.384,121.5738881,25.07506107,1,0,0,0,0,,,,,,451,,
A42A3392,長連汽車企業股份有限公司,,臺北市,內湖區,臺北市內湖區瑞光路七六巷二六號,非屬工業區類,,,308584.3651,2773760.012,121.5807155,25.07093246,1,0,0,0,0,,,,,,812,,
A42A3500,東易加油站股份有限公司東易加油站,27726266,臺北市,內湖區,臺北市內湖區堤頂大道二段一九一號,其他工業區　　　,,,307707.7696,2774251.873,121.5720472,25.07540663,1,0,0,0,0,,,,,,482,,
A42A3946,北都汽車股份有限公司東湖第一分公司,,臺北市,內湖區,臺北市內湖區潭美街七九一號,非屬工業區類,,,311576.5897,2772973.103,121.6103393,25.06370942,1,0,0,0,0,,,,,,820,,
A42A9340,英屬維京群島商太古國際汽車股份有限公司台灣分公司內湖營業所,48998480,臺北市,內湖區,臺北市內湖區瑞光路二八號,,,,308814.7554,2773637.06,121.5829938,25.06981351,1,0,0,0,0,,,,,,820,,
A42B2034,昶竣股份有限公司-昶竣營建混合物分類處理場,84267657,臺北市,內湖區,臺北市內湖區安美街二三九號,內湖工業區,3811,非有害廢棄物清除業,310652.4691,2772671.052,121.6011666,25.06101993,1,1,1,0,0,,,,,,381,63000,
A42B2618,廣湛有限公司,29040494,臺北市,內湖區,臺北市內湖區南京東路六段二九八號一樓,非屬工業區類,870,動物飼品製造業,308870.3196,2772290.191,121.583487,25.057652,1,0,0,0,0,,,,,,87,,
A42B2727,台亞石油股份有限公司-台亞堤頂交流道加油站,25640257,臺北市,內湖區,臺北市內湖區舊宗路二段一一一號,內湖工業區,4821,加油及加氣站,308001.6636,2773546.224,121.5749307,25.06902489,1,0,0,0,0,,,,,,482,,
A42B7430,全國加油站股份有限公司全國港墘路加油站,31995832,臺北市,內湖區,臺北市內湖區港墘路二五○號,內湖工業區,500,石油及天然氣礦業,307747.2435,2774185.021,121.5724357,25.07480159,1,0,0,0,0,,,,,,50,63000,
A42C1469,嘉群印刷事業有限公司二廠,24784214,臺北市,內湖區,臺北市內湖區內湖路一段九一巷二三弄八號地下樓,內湖工業區,1601,印刷業,306729.6613,2775445.663,121.562401,25.086221,1,0,1,0,0,,,,,,160,,
A42C5580,九和汽車股份有限公司台北分公司內湖保養廠,72950839,臺北市,內湖區,臺北市內湖區民權東路六段一五巷一號,非屬工業區類,,,308541.4879,2773420.166,121.580276,25.067866,1,0,0,0,0,,,,,,0,,
A42C7318,汎德永業汽車股份有限公司永業台北分公司,24778698,臺北市,內湖區,臺北市內湖區安康路九九號,,,,310314.6993,2772833.283,121.597826,25.062498,1,0,0,0,0,,,,,,0,,
A42C8465,中華賓士汽車股份有限公司內湖營業所,48948763,臺北市,內湖區,臺北市內湖區舊宗路一段二七九號,非屬工業區類,9511,汽車維修業,308249.5483,2772915.695,121.577361,25.063323,1,0,0,0,0,,,,,,951,,
A42C8712,麗瑞嘉生技股份有限公司,82908939,臺北市,內湖區,臺北市內湖區瑞光路三○○號三樓,內湖工業區,1932,化粧品製造業,307954.7246,2774367.389,121.5745,25.07644,1,0,1,0,0,,,,,,193,63000,
A42C9641,博達汽車股份有限公司民權分公司,28222587,臺北市,內湖區,臺北市內湖區民權東路六段三○號,,,,308538.9172,2773337.41,121.580247,25.067119,1,0,0,0,0,,,,,,0,,
A4300019,西歐加油站股份有限公司-士林加油站,22745790,臺北市,士林區,臺北市士林區中山北路五段五七○號,非屬工業區類,4821,加油及加氣站,303280.1242,2776467.571,121.5282441,25.09557237,1,1,0,0,0,,2025/5/9,,,,482,63000,
A4300028,台灣中油股份有限公司-文林路加油站,77402214,臺北市,士林區,臺北市士林區文林路一○○號,非屬工業區類,4821,加油及加氣站,303066.2376,2775570.688,121.526089,25.08748294,1,0,0,0,0,,,,,,482,63000,
A4300126,力泰建設企業股份有限公司,66410981,臺北市,士林區,臺北市士林區延平北路七段七號,非屬工業區類,2332,預拌混凝土製造業,300132.6257,2776346.92,121.4970349,25.09459098,1,1,1,0,0,,,,,,233,,
A4300162,中國文化大學,29903203,臺北市,士林區,臺北市士林區陽明里華岡路五五號,非屬工業區類,8550,大專校院,304486.2802,2781116.77,121.5403866,25.13750152,1,1,1,1,0,,1994/12/29,,,,855,,
A4300171,臺北市立聯合醫院陽明院區,99958172,臺北市,士林區,臺北市士林區雨聲街一○五號,非屬工業區類,8610,醫院,303610.991,2777534.643,121.531566,25.105194,1,1,1,0,0,,1992/9/16,,,,861,,
A4300635,沅立彩色製版印刷股份有限公司,7730093,臺北市,士林區,臺北市士林區延平北路六段四八二號地下一樓,非屬工業區類,1601,印刷業,300256.3116,2776261.538,121.498258,25.093816,1,1,1,0,0,,1994/2/2,,,,160,,
A4300859,台灣中油股份有限公司-社子加油站,77402208,臺北市,士林區,臺北市士林區重慶北路四段一九八號,非屬工業區類,4821,加油及加氣站,301618.6324,2775298.889,121.5117279,25.08507935,1,0,0,0,0,,,,,,482,,
A4300868,台灣中油股份有限公司-陽明山加油站,77402185,臺北市,士林區,臺北市士林區格致路三號,非屬工業區類,4821,加油及加氣站,305028.3887,2780897.454,121.5457542,25.13550188,1,0,0,0,0,,,,,,482,,
A4300877,全國加油站股份有限公司-台北交流道加油站,1850704,臺北市,士林區,臺北市士林區重慶北路四段一四一號,非屬工業區類,4821,加油及加氣站,301649.6413,2775044.131,121.5120258,25.08277836,1,1,1,0,0,,2002/5/8,2007/8/15,,,482,63000,
A4300920,佳華乾洗商店,31131914,臺北市,士林區,臺北市士林區中山北路七段一五○之二號一樓,非屬工業區類,9610,洗衣業,303698.2949,2779566.206,121.5325111,25.12353158,1,0,1,1,0,,,2023/6/30,,,961,,
A4300975,同宏事業有限公司-芝山加油站,86740476,臺北市,士林區,臺北市士林區至誠路二段四○號,非屬工業區類,4821,加油及加氣站,303326.1303,2777168.634,121.5287274,25.10189985,1,0,0,0,0,,,,,,482,,
A4301098,宇宏洗衣店,77423610,臺北市,士林區,臺北市士林區士東路八一之一號一樓,非屬工業區類,9610,洗衣業,303319.1846,2778303.425,121.5287026,25.11214484,1,0,1,1,0,,,2020/3/31,2021/2/20,,961,,
A4301105,西歐加油站股份有限公司-基河加油站,,臺北市,士林區,臺北市士林區承德路四段二○○號,非屬工業區類,4821,加油及加氣站,302653.0617,2775582.631,121.5219934,25.08760523,1,1,1,0,0,,2010/8/13,,,,482,,
A4301230,信利洗衣店,81710641,臺北市,士林區,臺北市士林區天玉街三八巷二三號一樓,非屬工業區類,9610,洗衣業,303380.1882,2779139.432,121.52934,25.11969,1,0,1,1,0,,,2023/6/30,2022/1/14,,961,,
A4301865,活泉印刷股份有限公司,31238079,臺北市,士林區,臺北市士林區延平北路六段四八○之四號一樓,非屬工業區類,1601,印刷業,300319.9202,2776246.907,121.4988881,25.09368183,1,0,1,0,0,,,,,,160,,
A4301874,和盈彩印事業股份有限公司,31111706,臺北市,士林區,臺北市士林區福港街一一○巷一弄一號一、二樓、三號二樓、一一二號一、二樓,非屬工業區類,1601,印刷業,302221.7679,2775673.538,121.5177212,25.08844091,1,0,1,0,0,,,,,,160,,
A4301892,榮彬食品有限公司,70453357,臺北市,士林區,臺北市士林區福港街一一○巷一弄二之一號,非屬工業區類,899,未分類其他食品製造業,302210.5359,2775675.721,121.51761,25.088461,1,0,1,0,0,,,,,,89,,
A4305050,台灣中油股份有限公司-福林加油站,77402191,臺北市,士林區,臺北市士林區中山北路五段四六五號,非屬工業區類,4821,加油及加氣站,303209.0679,2776116.598,121.5275261,25.09240634,1,1,0,0,0,,2004/3/2,,,,482,,
A4305514,江浚營建混合物分類處理場,16750540,臺北市,士林區,臺北市士林區延平北路七段一號,非屬工業區類,,,300158.026,2776316.123,121.4972856,25.09431209,1,0,0,0,0,,,,,,432,,
A43A0531,華顏印刷股份有限公司,70550702,臺北市,士林區,臺北市士林區倫等街四九號,非屬工業區類,1601,印刷業,300572.2415,2776168.54,121.5013867,25.09296591,1,0,1,0,0,,,,,,160,63000,63-020013-00
A43A0848,燦坤印刷有限公司,,臺北市,士林區,臺北市士林區後港街一八五號一樓,非屬工業區類,,,302577.0909,2775626.379,121.521242,25.08800283,1,0,1,0,0,,,2005/11/2,,,161,,
A43A1054,全國加油站股份有限公司-全國洲美加油站,22958907,臺北市,士林區,臺北市士林區延平北路六段五○五號,非屬工業區類,4821,加油及加氣站,300254.9813,2776183.697,121.498242,25.09311334,1,1,0,0,0,,,,,,482,63000,
A43A1143,成鑫印刷事業有限公司,27357615,臺北市,士林區,臺北市士林區倫等街五九號一樓,非屬工業區類,1601,印刷業,300582.7355,2776216.671,121.5014925,25.09340008,1,0,1,0,0,,,,,,160,,
A43A2507,新安營造有限公司-台北市士林區至善段房屋新建(九六建第○三三二號),,臺北市,士林區,北市士林區至善路二段342巷23號,非屬工業區類,4390,其他專門營造業,305939.0295,2777209.705,121.554635,25.10217602,1,0,1,0,0,,,2008/8/26,,,439,63000,
