綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,緯度,經度,緯度,經度,TWD97X,TWD97Y,基地面積(公頃),基地長度(公里),基地長度換算面積(公頃),補助單位,基地類型,基地類型(校正),維運單位類型,列管狀態,管理單位,地址,聯絡人,聯絡電話,認養單位,認養期限,迄今認養年度,喬木總數量(株),本年度之建議樹種增植數量(株),年度,獎項名稱,,
apr-735,96,高雄市,燕巢區安招社區-髒亂空地綠美化,-,182308,2520824,22.7868,120.3407,182306.92,2520826.03,0.015,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,韓國確,高雄市燕巢區安招里安南路1-2號,許美月理事長、林美春總幹事,"07-6142095
0919797853
0933701252",燕巢區安招社區發展協會,96年1月1日-  114年12月31日,連續20年,-,-,-,-,,
apr-736,96,高雄市,阿蓮區南蓮社區灌溉排水溝旁綠美化,-,181640,2531034,22.8790,120.3338,181644.51,2531039.05,0.084,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,阿蓮區公所,阿蓮區中正路381巷35號,林金霞,07-6313043?,高雄市阿蓮區南蓮社區發展協會             ,94年1月1日-  114年12月31日,連續20年,-,-,-,-,,
apr-737,96,高雄市,湖內區田尾社區運動公園旁閒置空間利用與綠化,-,172152,2532880,22.8952,120.2412,172152.16,2532878.95,0.020,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,高雄市湖內區田尾社區發展協會,高雄市湖內區田尾里民權路244巷10-1號,湖內區公所,07-6933738,湖內區田尾社區發展協會,96年1月1日-  114年12月31日,連續18年,-,-,-,-,,
apr-738,96,高雄市,湖內區大湖社區林蔭大道,-,173110,2531485,22.8827,120.2506,173109.53,2531489.78,0.100,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,謝春來,高雄市湖內區民權路30巷38號,蘇王春美,07-6930900?,湖內區田尾社區發展協會,103年1月1日-  114年12月31日,連續11年,-,-,-,-,,
apr-739,96,高雄市,路竹區新達社區美綠化工程,-,170927,2527877,22.8500,120.2295,170925.60,2527879.81,0.023,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工及企業認養,設置中,高雄市路竹區新達社區環保義工隊,高雄市路竹區新達里平海路36-3號,柯村模、黃文義,"07-6981442
0919778752?","隆興鋼鐵工業股份有限公司
德奇鋼鐵工業股份有限公司",109年9月22日-  114年9月21日109年9月22日-  114年9月21日,連續6年,-,-,-,-,,
apr-740,96,高雄市,高雄市大樹區溪埔社區活動中心週邊綠美化工程,-,192975,2514329,22.7285,120.4448,192971.36,2514326.40,0.018,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,大樹區公所,高雄市大樹區溪埔里溪埔六巷14號,吳昭南,07-6561346?,大樹區溪埔社區發展協會,103年1月1日-  114年12月31日,連續12年,-,-,-,-,,
apr-741,99,高雄市,前峰段200地號,-,176413,2507781,22.6688,120.2839,176411.72,2507786.38,0.037,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市鼓山區公所,高雄市鼓山區鼓山二路166號,李小姐,"07-5311191-51
07-5218093",-,-,-,-,-,-,-,,
apr-742,100,高雄市,鳥松區公所_鳥松區大華村及華美村活動中心及公園周邊空間綠美化工程,-,187535,2507041,22.6625,120.3922,187538.38,2507039.21,0.080,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,鳳山維護工程隊,"
07-7998366
",-,-,-,-,-,-,-,,
apr-743,100,高雄市,甲仙區親水公園停車場綠美化工程,-,207700,2553255,23.0805,120.5871,207697.56,2553256.93,0.018,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市甲仙區公所,高雄市甲仙區中山路50號,張雅筑,07-6751002,-,-,-,-,-,-,-,,
apr-744,99,高雄市,鳳山區鳳山溪沿岸(瑞智街138巷至瑞中街174巷)綠美化工程,-,184961,2503699,22.6322,120.3673,184965.15,2503694.68,0.143,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市政府水利局,高雄市鳳山區光復路二段132號,黃怡君,"07-7995678*2245
",-,-,-,-,-,-,-,,
apr-745,102,高雄市,高雄市空氣品質淨化區設置計畫-永安區維新社區文興段254號綠美化工程 ,-,173420,2522667,22.8030,120.2541,173424.05,2522662.20,0.315,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,永安區竹仔港文興宮,阿蓮區中路里3號,永安區公所,"07-6911373
",文興宮認養,104年1月1日-  114年12月31日,連續9年,-,-,-,-,,
apr-746,104,高雄市,高雄市美濃區美中段669地號綠美化工程,-,202949,2532782,22.8955,120.5414,202951.40,2532784.87,0.272,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市美濃區公所,高雄市美濃區美中路260號,林柏宏,07-6814311#49,-,-,-,-,-,-,-,,
apr-747,104,高雄市,鳥松區長庚段694等地號綠美化暨空氣品質淨化區計畫,-,183035,2505670,22.6500,120.3484,183031.00,2505674.10,0.425,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市環境保護局,高雄市鳥松區澄清路834號,林宸億,07-7351500,-,-,-,-,-,-,-,,
apr-748,105,高雄市,高雄市茄萣區頂茄萣段5027、5143、5144及5147等4筆地號土地綠美化工程,-,167071,2532661,22.8930,120.1917,167072.22,2532662.34,0.055,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市茄萣區公所,高雄市茄萣區濱海路四段27號,黃同悟,07-6900001*143,-,-,-,-,-,-,-,,
apr-749,106,高雄市,"經濟部工業局鳳山工業區新甲段1350-0016地號環境景觀改善工程
",-,180749,2501942,22.6162,120.3264,180752.91,2501941.39,0.139,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,經濟部工業局大發(兼鳳山)服務中心,高雄市大寮區華中路一號,"工務局養工處園藝工程隊：
許雅涵小姐、
鳳山工業區：王小姐
",07-3368333轉3327(養工處)、07-7711416(鳳山工業區),-,-,-,-,-,-,-,,
apr-750,106,高雄市,106年茂林區空氣品質淨化區設置計畫,-,218138,2534298,22.9095,120.6894,218138.39,2534295.47,1.587,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市茂林區公所,高雄市茂林區茂林里11號,農觀課黃浩,07-6801045#233,-,-,-,-,-,-,-,,
apr-751,107,高雄市,107年度六龜救難協會空品淨化區設置計畫,-,212867,2543431,22.9919,120.6378,212867.66,2543432.03,0.046,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,陳明華,高雄市六龜區忠孝街36號- 9 號,陳明華,910761005,高雄市六龜救難協會,107年1月1日-  114年12月31日,連續6年,-,-,-,-,,
apr-752,107,高雄市,107年茂林區空氣品質淨化區設置計畫,-,"219569
214109
214358","2534921
2531110
2531569",22.9152,120.7033,219565.54,2534923.70,0.316,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市茂林區公所,高雄市茂林區茂林里11號,農觀課黃浩,07-6801045#233,-,-,-,-,-,-,-,,
apr-753,108,高雄市,高雄市第一殯儀館環境綠美化計畫,-,181437,2507062,22.6625,120.3328,181433.85,2507065.38,0.314,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市殯葬管理處,高雄市三民區本館路600巷20號,陳季堂,07-3816316,-,-,-,-,-,-,-,,
apr-754,108,高雄市,108年度高雄市那瑪夏區綠美化工程,-,"218769
220331
221408","2569693
2574396
2574986",23.2292,120.6948,218766.22,2569696.29,0.450,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,自行維運,設置中,高雄市那瑪夏區公所,高雄市那瑪夏區達卡努瓦里大光巷230號,顏宸怡,"07-6701001-211
ji384su3@kcg.gov.tw",-,-,-,-,-,-,-,,
apr-755,109,高雄市,109年度高雄市三民區安東里綠美化工程,-,178860,2505459,22.6479,120.3078,178857.06,2505460.41,0.023,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,高雄市三民區安東里辦公室,高雄市三民區哈爾濱街215號4樓5樓,林添祥,07-3133756,高雄市安東里辦公處,109年12月31日- 114年1月1日,連續6年,-,-,-,-,,
apr-756,110,高雄市,大樹區溪埔活動中心旁閒置空間綠美化工程,-,189618,24506882,22.7282,120.4447,192960.96,2514293.22,0.156,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,高雄市大樹區溪埔社區發展協會,高雄市大樹區溪埔里溪埔六巷14號,吳昭南,"07-6561346?
0920919887",高雄市大樹區溪浦社區發展協會,110年1月1日-  114年12月31日,連續4年,-,-,-,-,,
apr-757,110,高雄市,110年度高雄市大樹區水寮公園綠美化工程,-,189618,24506882,22.6610,120.4127,189644.49,2506864.64,0.243,-,-,環保局,空地(或社區)綠美化,空地/裸露地綠化,志工認養,設置中,高雄市大樹區水寮社區發展協會,高雄市大樹區水寮里中華路100-6號,史榮瑞,"07-6513305
0926552035",高雄市大樹區水寮社區發展協會,110年1月1日-  114年12月31日,連續4年,-,-,-,-,,
apr-758,88,高雄市,補助綠美化(鳳山區國泰路矮仙丹補植),-,183821,2501724,22.6144,120.3563,183825.91,2501728.48,0.237,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,李易蒔,"07-7998366-275
",-,-,-,-,-,-,-,,
apr-759,88,高雄市,區中運主要道路綠化(光華路),-,183539,2502483,22.6212,120.3535,183541.32,2502482.71,0.020,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府運動發展局,高雄市左營區世運大道100號,楊股長,07-7229449-801,-,-,-,-,-,-,-,,
apr-760,89,高雄市,鳳山區加強市容綠美化工程(五甲路),-,183503,2501889,22.6158,120.3532,183507.89,2501884.89,0.050,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,"07-7998366-136
",-,-,-,-,-,-,-,,
apr-761,89,高雄市,光明路更新行道樹,-,188591,2504063,22.6357,120.4026,188595.26,2504067.25,1.300,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,歐小姐,"07-7998366#110
0920162383
",-,-,-,-,-,-,-,,
apr-762,89,高雄市,光明路補植行道樹,-,189664,2501660,22.6140,120.4131,189665.08,2501660.07,1.300,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,歐小姐,"07-7998366#110
0920162383
",-,-,-,-,-,-,-,,
apr-763,90,高雄市,大寮區光明路綠化工程計畫大寮區安全島綠化工程,-,189614,2502198,22.6189,120.4126,189615.82,2502202.86,1.000,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,歐小姐,"07-7998366#110
0920162383
",-,-,-,-,-,-,-,,
apr-764,89,高雄市,大寮區光明路金龜樹更新工程,-,189635,2501736,22.6147,120.4128,189634.55,2501737.71,1.300,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,歐小姐,"07-7998366#110
0920162383
",-,-,-,-,-,-,-,,
apr-765,89,高雄市,光明路樟樹補植工程,-,190191,2499920,22.5983,120.4183,190192.88,2499919.49,1.300,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,歐小姐,"07-7998366#110
0920162383
",-,-,-,-,-,-,-,,
apr-766,93,高雄市,高雄市鳳山區體育路植栽綠美化工程,-,183870,2502805,22.6241,120.3567,183871.67,2502802.41,0.200,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,"07-7998366-136
",-,-,-,-,-,-,-,,
apr-767,94,高雄市,彌陀區海濱遊樂區周邊環境改善工作,-,170431,2520377,22.7822,120.2251,170434.65,2520374.18,0.050,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市彌陀區公所,高雄市彌陀區中華路4號,孫勝仁,07-6191216,-,-,-,-,-,-,-,,
apr-768,96,高雄市,岡山區新闢園道一〈福德路50巷至16號道路0K~0.340K〉綠美化工程  ,-,178404,2520894,22.7873,120.3027,178405.43,2520899.29,0.139,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處岡山維護工程隊,高雄市苓雅區四維三路2號5樓,陳小姐,07-6119599*212,-,-,-,-,-,-,-,,
apr-769,96,高雄市,鳳山區瑞隆東路及高鳳路兩側綠美化工程,-,"184792
182434","2498991
2500834",22.5897,120.3658,184790.93,2498989.21,0.100,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,"07-7998366-136
",-,-,-,-,-,-,-,,
apr-770,100,高雄市,林園區占岸路及中正路綠化工程,-,188194,2487466,22.4858,120.3993,188189.29,2487470.01,0.070,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,歐小姐,"07-7998366#110
0920162383
",-,-,-,-,-,-,-,,
apr-771,100,高雄市,澄觀路分隔島綠美化工程計畫書,-,184160,2511259,22.7005,120.3592,184165.13,2511261.31,0.013,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,梁國雄,07-7998366-208,-,-,-,-,-,-,-,,
apr-772,100,高雄市,鳳山區五權路、立志街等綠化工程,-,"183515
183729"," 2502809
2502731",22.6241,120.3532,183511.88,2502803.97,0.032,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,"07-7998366-136
",-,-,-,-,-,-,-,,
apr-773,100,高雄市,鳥松區松藝路後段（北側）綠化工程,-,182609,2508031,22.6713,120.3442,182609.73,2508034.62,0.100,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府觀光局金獅湖管理站,高雄市鳳山區光復路二段132號,陳秋富,"
07-3475317
",-,-,-,-,-,-,-,,
apr-774,100,高雄市,鳳山區維新橋下綠地綠美化工程,-,184537,2503416,22.6297,120.3631,184532.23,2503419.68,0.080,-,-,環保局,道路綠帶,道路綠化,自行維運,設置中,高雄市政府工務局公園處鳳山維護工程隊,高雄市苓雅區四維三路2號5樓,章世堯,"07-7998366-136
",-,-,-,-,-,-,-,,
apr-775,93,高雄市,大寮區忠義國小,-,186706,2501991,22.6169,120.3843,186705.61,2501993.15,5.200,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大寮區忠義國民小學,高雄市大寮區忠義路1號,總務主任黃以周,"07-7812858-40
0961133077
ichen.lyn@gmail.com",達成聚化股份有限公司,109年7月11日-  115年7月10日,連續5年,-,-,111、112,特優獎、績優獎,,
apr-776,94,高雄市,鳳山區過埤國小校園隔音防塵綠籬,-,184432,2499099,22.5907,120.3623,184431.52,2499101.47,0.024,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區過埤國民小學,高雄市鳳山區過埤路176號,總務主任洪暐瀚,07-7920257,-,-,-,-,-,-,-,,
apr-777,94,高雄市,路竹區三埤國小前庭榕園綠美化工程,-,176148,2526344,22.8364,120.2805,176152.46,2526347.36,0.030,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市路竹區三埤國民小學,高雄市路竹區民權路7號,總務主任,07-6962688,台灣電力股份有限公司興達發電廠,114年8月15日-  115年8月14日,114年新增認養,-,-,-,-,,
apr-778,94,高雄市,興達國小空氣品質淨化校園綠化工程,-,167567,2530763,22.8759,120.1966,167564.64,2530765.96,0.055,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市茄萣區興達國民小學,高雄市茄萣區民治路2號,薛芳明,"0972016927
07-6988099#40",-,-,-,-,-,-,-,,
apr-779,94,高雄市,燕巢國小校園造景綠美化工程,-,184873,2521727,22.7950,120.3657,184877.74,2521722.83,0.190,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市燕巢區燕巢國民小學,高雄市燕巢區中華路177號,總務主任,07-6161495,萬機鋼鐵工業股份有限公司,112年8月11日-  115年8月10日,連續3年,-,-,-,-,,
apr-780,94,高雄市,路竹區一甲國中改善空氣品質校園綠化工程,-,174994,2530542,22.8742,120.2690,174992.83,2530539.03,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立一甲國民中學,高雄市路竹區一甲路111號,吳健銘總務主任,07-6977479,-,-,-,-,-,-,-,,
apr-781,94,高雄市,燕巢國中校園綠美化工程,-,184562,2520566,22.7845,120.3627,184564.72,2520561.44,0.188,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立燕巢國民中學,高雄市燕巢區中興路267號,總務主任,07-6161267,-,-,-,-,-,-,-,,
apr-782,94,高雄市,仁武區特殊教育學校校園綠美化改善計畫,-,183716,2509166,22.6816,120.3549,183714.25,2509170.36,0.250,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市立仁武特殊教育學校空品淨化區,高雄市仁武區澄觀路1389號,總務主任劉玉純,0933725590,台灣聚合化學品股份有限公司,108年11月5日-  114年11月4日,連續4年,-,-,112,績優獎,,
apr-783,94,高雄市,林園區中芸國中校園綠美化工程,-,188638,2487224,22.4836,120.4037,188641.08,2487224.60,0.266,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市立中芸國民中學,高雄市林園區中芸路3-100號,事務組長黃海珍,07-6425223,聯成化學科技股份有限公司、華夏聚合股份有限公司高雄分公司   ,109年7月20日-  115年7月19日(113年沒認養)113年11月5日-  115年11月4日,連續5年、 連續2年,-,-,-,-,,
apr-784,94,高雄市,林園區中芸國小校園綠美化工程,-,188768,2487381,22.4850,120.4049,188765.18,2487379.13,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市林園區中芸國民小學,高雄市林園區中芸路1號,總務主任,07-6412342,台達化學工業股份有限公司林園廠、台灣氯乙烯工業股份有限公司林園廠,109年9月25日-  115年9月24日、 109年9月2日-  115年9月1日,連續6年、連續5年,-,-,-,-,,
apr-785,95,高雄市,茄萣區興達國小綠美化工程,-,167567,2530763,22.8759,120.1966,167564.64,2530765.96,0.045,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市茄萣區興達國民小學,高雄市茄萣區民治路2號,薛芳明,"0972016927
07-6988099#40",-,-,-,-,-,-,-,,
apr-786,95,高雄市,茄萣區成功國小校園綠化工程,-,167266,2531963,22.8867,120.1936,167263.34,2531963.62,0.030,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市茄萣區成功國民小學,高雄市茄萣區成功路1號,總務主任洪偉哲, 07-6902053,-,-,-,-,-,-,-,,
apr-787,95,高雄市,茄萣區砂崙國小校園綠化工程,-,166911,2534699,22.9114,120.1900,166909.01,2534700.91,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市茄萣區砂崙國民小學,高雄市茄萣區文化路81號,總務主任薛鴻輝,07-6900037,-,-,-,-,-,-,-,,
apr-788,95,高雄市,茄萣國小空氣品質淨化─校園綠化工程,-,166831,2533619,22.9016,120.1893,166831.23,2533616.06,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市茄萣區茄萣國民小學,高雄市茄萣區茄萣路二段307號,總務主任,07-6900057,-,-,-,-,-,-,-,,
apr-789,95,高雄市,路竹區一甲國中校園綠化工程,-,174994,2530542,22.8742,120.2690,174992.83,2530539.03,0.030,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立一甲國民中學,高雄市路竹區一甲路111號,吳健銘總務主任,07-6977479,-,-,-,-,-,-,-,,
apr-790,95,高雄市,鳳山區文華國小綠化工程,-,183455,2503983,22.6347,120.3526,183455.30,2503978.00,0.070,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市鳳山區文華國民小學,高雄市鳳山區文化路52號,總務主任,07-7450949,可威環境資源股份有限公司,114年10月29日- 115年10月28日,114年新增認養,-,-,-,-,,
apr-791,95,高雄市,燕巢國中校園綠化工程,-,184562,2520566,22.7845,120.3627,184564.72,2520561.44,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立燕巢國民中學,高雄市燕巢區中興路267號,總務主任,07-6161267,-,-,-,-,-,-,-,,
apr-792,95,高雄市,燕巢國小本校及尖山分校綠化工程,-,"184903
184991","2521748
2523654",22.7952,120.3659,184898.37,2521744.89,0.136,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市燕巢區燕巢國民小學,高雄市燕巢區中華路177號,總務主任,07-6161495,中國鋼鐵結構股份有限公司,113年10月2日- 115年10月1日,連續2年,-,-,-,-,,
apr-793,96,高雄市,龍肚國小96年度校園綠化工程 ,-,207694,2531481,22.8839,120.5877,207697.87,2531486.31,0.022,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市美濃區龍肚國民小學,高雄市美濃區龍東街43號,陳安修總務主任, 07-6851124,-,-,-,-,-,-,-,,
apr-794,96,高雄市,湖內區明宗國民小學96年校園綠化工程,-,170245,2534121,22.9063,120.2225,170240.07,2534118.16,0.045,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市湖內區明宗國民小學,高雄市湖內區保生路103號,陳信捷總務主任,07-6991350-40,-,-,-,-,-,-,-,,
apr-795,96,高雄市,燕巢區橫山國民小學96年度校園綠化工程  ,-,186282,2518777,22.7685,120.3795,186282.29,2518782.35,0.036,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市燕巢區橫山國民小學,高雄市燕巢區橫山路24號,總務主任,07-6152479,-,-,-,-,-,-,-,,
apr-796,96,高雄市,中山國小96年度校園綠化工程 ,-,183181,2503491,22.6303,120.3500,183185.92,2503491.94,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區中山國民小學,高雄市鳳山區光復路一段120巷8號,許鴻儒總務主任,07-7458021,-,-,-,-,-,-,-,,
apr-797,96,高雄市,高雄市九曲國民小學96年度校園綠化工程  ,-,190724,2506283,22.6558,120.4232,190721.35,2506284.61,0.028,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市大樹區九曲國民小學,高雄市大樹區九曲路498號,總務主任,07-6512541#40,中華紙漿股份有限公司久堂廠,107年8月12日-  115年8月11日,連續8年,-,-,-,-,,
apr-798,96,高雄市,溪洲國小96年度校園綠化工程,-,195121,2527484,22.8474,120.4653,195124.70,2527484.86,0.060,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市旗山區溪洲國民小學,高雄市旗山區旗南二路126號,事務組長許聖義,07-6661408,-,-,-,-,-,-,-,,
apr-799,96,高雄市,甲仙國中96年度校園綠化工程,-,209022,2553150,23.0796,120.6000,209018.94,2553153.59,0.021,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立甲仙國民中學,高雄市甲仙區文化南路六號,組長游佳璋,07-6751018,-,-,-,-,-,-,-,,
apr-800,96,高雄市,鳥松區大華國小96年度校園綠化工程  ,-,183035,2505880,22.6519,120.3484,183031.92,2505884.50,0.050,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳥松區大華國民小學,高雄市鳥松區大華路200號,總務主任,07-3701359,-,-,-,-,-,-,-,,
apr-801,96,高雄市,阿蓮區中路國小96年度校園綠化工程  ,-,178870,2532633,22.8933,120.3067,178871.28,2532635.42,0.014,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市阿蓮區中路國民小學,高雄市阿蓮區玄中路100號,總務主任,07-6312325,-,-,-,-,-,-,-,,
apr-802,96,高雄市,旗山區圓富國民中學96年度校園綠化工程,-,198814,2536446,22.9284,120.5010,198818.98,2536441.51,0.032,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立圓富國民中學,高雄市旗山區旗甲路二段609號,楊振明,07-6691004,-,-,-,-,-,-,-,,
apr-803,96,高雄市,高雄市路竹區下坑國小校園綠美化改善計畫,-,177215,2529980,22.8693,120.2907,177216.91,2529985.54,0.010,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市路竹區下坑國民小學,高雄市路竹區太平路384號,謝組長,07-6951015,-,-,-,-,-,-,-,,
apr-804,92,高雄市,左營高中,-,178498,2510299,22.6916,120.3041,178499.42,2510301.26,0.127,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立左營高級中學,高雄市左營區海功路55號,總務主任,07-5822010,-,-,-,-,-,-,-,,
apr-805,92,高雄市,右昌國小,-,178098,2512563,22.7120,120.3001,178099.08,2512562.18,0.366,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市楠梓區右昌國民小學,高雄市楠梓區加昌路910號,總務主任,07-3612368,中國石油化學工業開發股份有限公司大社廠           高雄興亞股份有限公司,109年9月29日- 114年9月28日                   114年7月11日- 114年7月10日,連續4年   114年新增認養,-,-,-,-,,
apr-806,92,高雄市,莊敬國小,-,180541,2506308,22.6556,120.3241,180536.27,2506305.35,0.017,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區莊敬國民小學,高雄市三民區大昌一路200號,曹家綺事務組長,07-3813210,-,-,-,-,-,-,-,,
apr-807,92,高雄市,楠梓國小,-,181034,2514865,22.7329,120.3286,181037.46,2514863.00,0.097,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市楠梓區楠梓國民小學,高雄市楠梓區楠梓路262號,總務主任,07-3511140,國巨股份有限公司高雄廠,111年6月13日-  115年6月12日,連續5年,-,-,-,-,,
apr-808,92,高雄市,新上國小,-,180003,2506215,22.6548,120.3189,180001.43,2506219.20,0.117,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區新上國民小學,高雄市左營區大順一路100號,總務主任,07-5565940,-,-,-,-,-,-,-,,
apr-809,92,高雄市,建國國小,-,178692,2503562,22.6308,120.3063,178694.06,2503567.58,0.197,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前金區建國國民小學,高雄市前金區自立二路111號,陳淑華總務主任,07-2860128,-,-,-,-,-,-,-,,
apr-810,92,高雄市,鼓岩國小,-,176297,2504612,22.6401,120.2829,176293.63,2504608.80,0.008,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鼓山區鼓岩國民小學,高雄市鼓山區河邊街155號,總務主任歐陽志文,07-5515513,-,-,-,-,-,-,-,,
